Tanggal,Komoditas,Provinsi,Harga
24/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26950.0
24/05/2022,Telur Ayam Ras,Sulawesi Utara,28602.0
25/05/2022,Telur Ayam Ras,Gorontalo,28106.0
25/05/2022,Telur Ayam Ras,Sulawesi Barat,24250.0
25/05/2022,Telur Ayam Ras,Sulawesi Selatan,24585.0
25/05/2022,Telur Ayam Ras,Sulawesi Tengah,26582.0
25/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27235.0
25/05/2022,Telur Ayam Ras,Sulawesi Utara,28602.0
26/05/2022,Telur Ayam Ras,Gorontalo,28151.0
26/05/2022,Telur Ayam Ras,Sulawesi Barat,24417.0
26/05/2022,Telur Ayam Ras,Sulawesi Selatan,24631.0
26/05/2022,Telur Ayam Ras,Sulawesi Tengah,26454.0
26/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27162.0
26/05/2022,Telur Ayam Ras,Sulawesi Utara,28428.0
27/05/2022,Telur Ayam Ras,Gorontalo,28243.0
27/05/2022,Telur Ayam Ras,Sulawesi Barat,24417.0
27/05/2022,Telur Ayam Ras,Sulawesi Selatan,24694.0
27/05/2022,Telur Ayam Ras,Sulawesi Tengah,27371.0
27/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27113.0
27/05/2022,Telur Ayam Ras,Sulawesi Utara,28428.0
28/05/2022,Telur Ayam Ras,Gorontalo,28223.0
28/05/2022,Telur Ayam Ras,Sulawesi Barat,24700.0
28/05/2022,Telur Ayam Ras,Sulawesi Selatan,24919.0
28/05/2022,Telur Ayam Ras,Sulawesi Tengah,26590.0
28/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27333.0
28/05/2022,Telur Ayam Ras,Sulawesi Utara,28687.0
29/05/2022,Telur Ayam Ras,Gorontalo,28482.0
29/05/2022,Telur Ayam Ras,Sulawesi Barat,23917.0
29/05/2022,Telur Ayam Ras,Sulawesi Selatan,24852.0
29/05/2022,Telur Ayam Ras,Sulawesi Tengah,26808.0
29/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27120.0
29/05/2022,Telur Ayam Ras,Sulawesi Utara,28508.0
30/05/2022,Telur Ayam Ras,Gorontalo,28510.0
30/05/2022,Telur Ayam Ras,Sulawesi Barat,23583.0
30/05/2022,Telur Ayam Ras,Sulawesi Selatan,25040.0
30/05/2022,Telur Ayam Ras,Sulawesi Tengah,26590.0
30/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27450.0
30/05/2022,Telur Ayam Ras,Sulawesi Utara,27123.0
