Tanggal,Komoditas,Provinsi,Harga
21/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25036.0
22/05/2022,Minyak Goreng Kemasan,Gorontalo,
22/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27083.0
22/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27043.0
22/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29077.0
22/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,29745.0
22/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24700.0
23/05/2022,Minyak Goreng Kemasan,Gorontalo,
23/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,26917.0
23/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27048.0
23/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29000.0
23/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,28944.0
23/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24700.0
24/05/2022,Minyak Goreng Kemasan,Gorontalo,
24/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27000.0
24/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27135.0
24/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29333.0
24/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,29397.0
24/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24964.0
25/05/2022,Minyak Goreng Kemasan,Gorontalo,
25/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,26917.0
25/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,26765.0
25/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29545.0
25/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,30260.0
25/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24321.0
26/05/2022,Minyak Goreng Kemasan,Gorontalo,
26/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,26917.0
26/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27070.0
26/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,28923.0
26/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,30010.0
26/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24567.0
27/05/2022,Minyak Goreng Kemasan,Gorontalo,
27/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,25833.0
27/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,26896.0
27/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29091.0
27/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,30033.0
27/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24633.0
28/05/2022,Minyak Goreng Kemasan,Gorontalo,
28/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27200.0
28/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27091.0
